34928	35047	35166	35285	35405	35524	35643	35762	35881	36001	36120	36239	36358	36478	36597	36716	36835	36954	37074	37193	37312	37431	37550	37670	37789	37908	38027	38146	38266	38385	38504	38623	38743	38862	38981	39100	39219	39339	39458	39577	39696	39815	39935	40054	40173	40292	40411	40531	40650	40769	40888	41007	41127	41246	41365	41484	41604	41723	41842	41961	42080	42200	42319	42438	42557	42676	42796	42915	43034	43153	43272	43392	43511	43630	43749	43869	43988	44107	44226	44345	44465	44584	44703	44822	44941	
188	162	171	210	194	168	224	232	195	240	262	231	215	289	326	267	274	330	331	302	344	383	327	339	406	449	483	583	667	641	712	812	920	1101	1163	1338	1398	1387	2008	2502	3137	3230	4062	4584	4926	5226	5474	5641	5294	5683	5590	4908	3586	2947	3585	5773	6835	6076	5987	4756	3487	2649	2035	1748	1513	1301	1370	1243	979	851	797	647	516	460	469	376	315	408	347	329	351	335	310	307	364	
38	20	31	19	6	21	34	42	16	49	9	49	26	30	26	24	47	13	37	22	16	39	34	17	46	118	233	120	206	89	120	95	124	256	132	126	402	669	1696	1320	2000	1432	2262	2695	2538	3112	2695	3459	2268	3496	2343	2028	484	1322	4793	6103	6998	4838	4781	2921	1982	1301	322	283	414	184	401	264	171	111	103	150	194	207	97	130	21	76	55	36	73	36	54	44	53	
596	2493	927	2272	1349	3424	1653	1636	2651	1149	2199	1613	1362	1008	2282	1307	404	3365	2221	1262	2912	889	1834	865	2182	5337	1083	5148	2957	4735	3840	3460	1638	12580	3727	24315	14718	28514	8197	19098	5043	3206	26956	19029	52893	1868	4205	28951	13980	52184	13737	800	27408	34673	55369	58178	2095	14264	45088	44093	2285	14044	8828	4552	5533	7728	5552	5080	3395	1410	1551	2303	2756	2001	1490	727	2661	2604	2292	2276	2619	2322	1784	16	1615	
45	16	17	9	36	33	36	39	18	54	9	46	10	37	34	23	61	33	33	26	9	29	34	31	8	107	148	84	135	68	164	82	127	96	157	375	757	913	1653	1474	1606	1271	1072	2261	1912	2424	2450	2681	1877	2196	935	413	2632	3106	5715	6970	6753	4816	4001	2564	1153	791	200	20	447	237	299	202	136	40	104	238	157	198	71	102	46	28	49	2	59	15	37	21	48	
3032	1934	2245	2754	1288	4160	1830	1629	3732	3564	3377	2461	1573	1628	1425	1526	3575	3968	3442	4140	3092	1512	2882	963	3280	3302	1166	8159	2059	2916	5550	8171	4309	14540	9555	21443	26014	34138	2119	23497	17466	16301	25021	17900	58928	10082	33498	18283	19918	4708	1888	23841	4224	13306	60143	47776	58374	34805	37305	36536	12727	20108	8395	5457	11243	9295	5348	3257	2870	539	1996	3188	538	3023	1201	682	3253	1056	1186	1798	3085	2698	2729	3266	3091	
176	166	186	161	192	192	165	202	187	206	222	227	238	243	256	296	241	310	303	275	317	329	282	328	362	441	477	524	603	664	702	851	934	1025	1185	1522	1905	2110	2557	2643	2578	2604	3071	3757	4066	4365	4431	4011	3580	3208	3575	4481	5658	6280	7558	7861	6475	4722	3639	2481	1948	1729	1786	1732	1604	1285	1227	1154	906	728	714	655	514	457	464	408	321	368	390	295	322	374	338	297	322	
172	149	171	172	184	200	158	222	218	231	249	235	267	266	270	285	244	296	287	300	312	318	310	336	392	442	468	532	597	679	728	930	1080	1206	1491	1823	2089	2152	2335	2193	2076	2344	3288	3948	4308	4427	4315	3712	3787	3902	4664	5848	6712	7165	7930	7470	5622	3990	3061	2292	2212	1991	2027	1881	1650	1331	1282	1171	884	764	752	619	465	457	470	381	304	389	383	266	332	371	317	297	343	
42	25	38	47	41	21	65	29	53	31	13	56	31	34	3	26	42	44	21	96	54	133	93	108	166	157	231	126	181	272	271	381	582	474	657	848	1222	716	899	558	842	1627	3388	2934	3770	2791	2807	1114	2523	2120	3401	5223	5981	7001	6251	6801	4970	2717	1405	523	1022	605	885	501	570	229	193	168	196	264	239	245	215	144	103	84	27	52	20	35	40	19	76	30	90	
372	370	313	358	331	330	391	443	441	386	412	439	382	328	432	463	514	591	630	635	834	1009	995	1041	1226	1263	1021	973	1348	1385	1103	1454	1865	1604	1135	2011	2773	3352	2563	2104	2905	3122	3826	4890	5615	6512	5650	4764	5149	4628	4949	6508	6535	8126	6618	4525	2996	2316	3057	2834	2298	2287	1848	1415	1504	1500	1573	1586	1481	1407	1337	1226	1087	1090	1074	1062	987	963	828	797	806	879	818	694	640	
375	495	458	396	374	457	428	443	516	527	471	478	527	463	496	557	572	471	574	709	787	827	958	1093	1147	1216	1169	1147	1256	1369	1215	1149	1229	1291	1261	1532	2036	2471	1746	2101	3602	3997	4476	4470	5243	6157	4715	3331	3787	4129	5237	5772	5124	6236	5446	5033	5317	4288	4188	3655	3396	3599	2762	2178	1977	1963	1940	1877	1694	1611	1592	1500	1402	1331	1258	1178	1064	980	936	887	890	884	856	801	833	
530	414	477	554	500	483	529	517	456	565	562	515	475	560	488	403	442	397	389	529	651	599	766	966	1112	1279	1371	1334	1426	1707	1799	1793	1668	1701	1151	1035	2274	3129	2005	1480	2969	3849	4616	4648	4987	5417	4759	4945	6307	5245	4996	7081	7142	7800	5392	3306	4402	4124	3666	3139	2747	2929	2172	1768	1723	1493	1467	1642	1408	1082	1093	1043	808	758	857	698	574	577	570	484	568	610	485	411	421	
2417	2007	2774	855	2848	346	529	831	2257	846	1814	1098	3237	1224	2070	3544	1227	2321	1098	1626	1500	1482	3454	4693	5472	5361	814	2441	4254	2998	6996	7826	8540	10209	14345	6701	10559	31992	7559	9708	36305	17894	32132	27207	51339	45815	50330	29892	30460	18753	7291	35633	4175	34661	61142	37767	16080	34304	45253	29977	12281	21788	14623	4917	8649	3830	2091	8348	5466	3177	4184	1568	2572	609	1370	3814	959	688	2750	369	2587	2424	1814	1291	4367	
182	212	236	189	206	233	206	200	244	243	232	227	289	267	247	285	305	282	306	330	377	330	405	442	443	526	668	726	798	980	1063	1243	1300	1597	1500	1604	1824	1966	2585	2621	3228	3261	4175	4509	4463	4172	3346	3396	3287	4712	4940	5967	6721	6566	5843	5063	5032	4438	3644	2657	2256	2157	1896	1766	1695	1533	1316	1080	959	888	699	635	614	536	466	477	446	425	383	424	400	348	371	362	327	
65	41	9	25	65	20	135	47	73	48	30	60	23	80	39	56	61	60	48	69	106	192	173	300	251	337	150	320	202	231	249	456	620	1595	1547	2366	1413	2767	2164	3604	2790	3147	2148	1383	1959	989	3041	2570	3795	2028	741	5433	5376	9860	7539	9038	5172	4757	858	1268	413	894	151	653	406	464	308	228	120	273	329	228	255	70	50	44	83	22	70	46	72	60	56	84	25	
200	207	258	217	306	292	302	279	229	264	220	322	302	295	343	373	376	345	361	438	601	549	483	599	738	829	693	558	683	818	1039	1279	1070	1416	2020	1972	1817	1918	2088	2025	1927	2296	2206	1927	2130	2082	1097	2100	3832	4395	5156	5555	4158	3611	4179	5002	4994	4200	3454	2250	814	1081	1473	1415	1005	887	609	622	904	885	669	294	331	428	515	553	506	531	530	575	524	521	511	510	646	
322	328	285	256	289	260	254	312	329	225	220	323	311	263	307	419	445	415	281	227	393	493	400	316	497	615	625	644	648	395	520	1211	1723	1898	1851	1630	1319	975	1085	1401	1414	1379	1530	1709	1921	2157	2008	2023	3530	5372	6725	6432	4375	2679	3088	4330	4758	4019	2963	1940	884	830	1208	1167	922	771	680	547	652	704	498	172	387	510	404	421	481	398	325	451	452	358	462	622	607	
