0.000182395,35913.69638,-0.027766833,0.026540121,1
0.000180868,34703.68434,-0.027176646,0.026306779,1
5.45E-05,39653.12887,-0.028057782,0.026966386,1
5.08E-05,37475.25139,-0.027453049,0.026555555,1
3.85E-05,27833.55797,-0.028106158,0.025241751,1
8.70E-05,35100.79682,-0.028132781,0.027022075,1
0.000258326,36203.33959,-0.027963877,0.027408628,1
0.000167862,34969.05404,-0.028788126,0.027407909,1
5.89E-05,49060.9936,-0.027983764,0.030061753,1
0.000113371,38917.71595,-0.027953601,0.028115907,1
0.000201593,52694.2247,-0.028054037,0.029831856,1
0.000219275,34419.74028,-0.02797926,0.026956943,1
5.75E-05,41547.44,-0.027963438,0.027177967,1
0.000133853,35246.65565,-0.028045434,0.025929047,1
4.92E-05,35728.66838,-0.027875266,0.025874085,1
0.000137507,33067.88155,-0.02800849,0.025579332,1
0.000109441,29088.70758,-0.027735827,0.02501841,1
5.62E-05,48782.10836,-0.02790378,0.02748216,1
0.000118931,46795.38779,-0.027913276,0.027174939,1
5.96E-05,56713.6077,-0.027928848,0.028467284,1
7.06E-05,29303.02041,-0.027915645,0.025086039,1
0.000116934,44696.66395,-0.027872197,0.026940356,1
7.48E-05,44012.94327,-0.027768974,0.026401481,1
0.000206579,48819.45607,-0.027806494,0.027493781,1
7.24E-05,51897.7234,-0.027763795,0.027340296,1
0.000111377,35552.34295,-0.02782963,0.025882713,1
0.00011353,41506.1227,-0.027740364,0.026648456,1
2.27E-05,30435.25208,-0.027730422,0.025205768,1
2.91E-05,34602.29587,-0.027598175,0.025411479,1
5.40E-05,23307.1632,-0.027729204,0.024549122,1
9.89E-05,40119.9958,-0.026838727,0.026833461,1
0.000132396,40421.88816,-0.027670366,0.02697781,1
0.000164724,32967.50025,-0.02773346,0.025961926,1
6.21E-05,17429.60557,-0.027803202,0.023228042,1
9.33E-05,28630.53124,-0.027726735,0.024842225,1
7.53E-05,26085.28874,-0.027503107,0.024463703,1
4.12E-05,24502.00921,-0.027006802,0.024183998,1
6.11E-05,23614.74888,-0.027637325,0.024325835,1
3.24E-05,21285.81723,-0.027191286,0.023950561,1
0.000128337,19842.07146,-0.027343801,0.02371036,1
0.000137547,22869.98126,-0.027599753,0.024171814,1
3.23E-05,24560.21247,-0.027563814,0.024726964,1
9.52E-05,17709.94716,-0.027561367,0.023513392,1
7.03E-05,34154.05774,-0.027617214,0.025703949,1
0.00016674,23805.77849,-0.027653741,0.024523364,1
5.28E-05,22022.21752,-0.027550672,0.023889869,1
9.69E-05,25159.22819,-0.027553538,0.024437636,1
0.00011665,21046.92154,-0.02757886,0.023786187,1
9.40E-05,25172.70891,-0.027540948,0.024495501,1
7.23E-05,32628.54959,-0.027410702,0.025662497,1
0.000141887,29969.22884,-0.027461926,0.025787018,1
9.02E-05,24711.69499,-0.027331027,0.023935234,1
5.11E-05,49751.71517,-0.027476479,0.026392878,1
3.13E-05,48111.30158,-0.027456431,0.026352531,1
6.15E-05,29571.03331,-0.02657221,0.004364427,1
0.000168676,33756.96143,-0.027444297,0.024732132,1
0.000112064,37726.55072,-0.027448502,0.024995778,1
0.00013137,36797.74354,-0.027467436,0.024907628,1
9.78E-05,31675.55407,-0.027408666,0.024545499,1
9.20E-05,31067.4527,-0.026904766,0.025126729,1
0.000147524,50383.41332,-0.027418274,0.028147097,1
0.000196536,29980.86233,-0.027676099,0.025355173,1
0.000132058,29584.08037,-0.02742032,0.024861249,1
7.61E-05,27345.15065,-0.027463046,0.024660934,1
4.53E-05,30601.77918,-0.027038019,0.024948864,1
7.78E-05,31314.85574,-0.027361729,0.024986178,1
6.70E-05,34479.16416,-0.027385448,0.025742689,1
0.000460954,33361.1399,-0.027367403,0.025408123,1
8.75E-05,27601.90706,-0.027406411,0.024388558,1
6.96E-05,29199.00663,-0.027365793,0.024676784,1
7.98E-05,26545.70658,-0.02735873,0.024371318,1
8.24E-05,29563.23105,-0.027435138,0.024944884,1
0.000108877,31579.64573,-0.027433196,0.024757619,1
0.000279386,63266.51269,-0.027366427,0.029531434,1
6.27E-05,32165.42617,-0.027308672,0.024865632,1
5.64E-05,32281.90285,-0.027487805,0.024738102,1
0.000104744,20278.15185,-0.027315435,0.02282107,1
0.000117014,26188.7656,-0.027289332,0.023776965,1
8.79E-05,20418.34182,-0.027180621,0.022903044,1
0.000102009,19438.64434,-0.027230707,0.022854945,1
8.31E-05,28122.53085,-0.026899933,0.023884662,1
0.000132839,26793.89653,-0.027177466,0.023696123,1
8.56E-05,28941.19035,-0.027366316,0.023907438,1
0.000125375,37505.78447,-0.027249229,0.024929649,1
5.64E-05,28220.03491,-0.02729121,0.023678086,1
7.87E-05,34313.83144,-0.027089822,0.024102971,1
0.000108223,35433.04109,-0.027064796,0.025433198,1
8.40E-05,36156.82315,-0.027234216,0.025276879,1
0.000217086,31720.06547,-0.026506523,0.005570801,1
8.82E-05,22895.3253,-0.027227966,0.022676156,1
0.000118155,34484.53911,-0.027169179,0.024801087,1
6.00E-05,1811.51839,-0.027208068,0.0200933,2
2.96E-05,3534.712145,-0.027180633,0.020098702,2
7.12E-05,2378.891546,-0.02710604,0.020087277,2
6.32E-05,4289.405101,-0.027091754,0.020064819,2
5.93E-05,3309.203131,-0.027132273,0.020055744,2
4.63E-05,3924.925684,-0.027150317,0.020104583,2
4.23E-05,10534.57489,-0.027142604,0.02060894,2
5.97E-05,3159.466746,-0.027111213,0.020067437,2
3.37E-05,4858.116445,-0.027099281,0.020162501,2
4.99E-05,3690.714231,-0.027124946,0.020168763,2
0.000348312,37463.49797,-0.027135519,0.023431468,2
9.46E-05,8552.61679,-0.027188766,0.020518835,2
4.96E-05,5668.685039,-0.027165972,0.020279817,2
3.54E-05,4076.445302,-0.027186431,0.020080404,2
1.22E-05,3855.802896,-0.027126263,0.019969011,2
8.02E-05,3717.433368,-0.02711042,0.01994742,2
5.83E-05,3418.095687,-0.027275018,0.019998038,2
7.33E-05,2559.428215,-0.027102354,0.019837152,2
6.31E-05,2381.796397,-0.027071726,0.019882857,2
4.77E-05,4070.89752,-0.027192821,0.019970629,2
2.93E-05,1750.134575,-0.0271328,0.01976285,2
6.54E-05,1910.380116,-0.026645744,0.019786999,2
1.91E-05,2701.559761,-0.027116202,0.01982752,2
2.88E-05,2079.515624,-0.027223543,0.019613493,2
3.63E-05,2749.253804,-0.027084064,0.019824406,2
