399351155.000000,855493603830697.000000,29248822.263994,399351155.000000,1
1424.035294,2441149.845813,1562.417949,677.000000,1
10977.529412,165115490.578547,12849.727257,4103.000000,1
1399.258824,2266878.874187,1505.615779,751.000000,1
1515.952941,3303377.833080,1817.519693,633.000000,1
1874.705882,2929003.995848,1711.433316,1119.000000,1
4425.788235,346209.908097,588.396047,4420.000000,1
1102.988235,970981.352803,985.383861,692.000000,1
1073.000000,1009901.364706,1004.938488,633.000000,1
1108.988235,1126405.917509,1061.322721,728.000000,1
1086.352941,1171654.063668,1082.429704,701.000000,1
1162.752941,1030209.762491,1014.992494,715.000000,1
1089.235294,1132767.709343,1064.315606,691.000000,1
1063.011765,1154846.858685,1074.638013,715.000000,1
1075.800000,1044778.818824,1022.144226,653.000000,1
1066.035294,1164302.857578,1079.028664,725.000000,1
1214.023529,1228364.164152,1108.315914,877.000000,1
1118.776471,1215648.855917,1102.564672,802.000000,1
1203.988235,1166658.176332,1080.119519,835.000000,1
1066.952941,1277184.680138,1130.125958,854.000000,1
1051.011765,1317456.717509,1147.805174,518.000000,1
1096.788235,1372514.755156,1171.543749,594.000000,1
1108.200000,1313989.101176,1146.293637,858.000000,1
1328.458824,3030202.201246,1740.747598,466.000000,1
899.494118,1970411.920554,1403.713618,190.000000,1
18388.905882,318271166.626436,17840.156015,9664.000000,1
984.717647,2161987.826159,1470.369962,287.000000,1
4465.682353,58205.746159,241.258671,4444.000000,1
1434.964706,3172352.998754,1781.110047,611.000000,1
4461.588235,71725.653979,267.816456,4439.000000,1
1102.682353,1162122.146159,1078.017693,702.000000,1
897.329412,1230956.950311,1109.484993,351.000000,1
968.752941,1520769.480138,1233.194827,400.000000,1
940.494118,1363600.367612,1167.733004,383.000000,1
945.788235,1389769.319862,1178.884778,407.000000,1
940.200000,1353220.560000,1163.280087,393.000000,1
933.317647,1353735.816747,1163.501533,367.000000,1
934.941176,1347711.937716,1160.909961,372.000000,1
949.588235,1412893.630450,1188.652022,388.000000,1
956.482353,1340906.508512,1157.975176,396.000000,1
944.235294,1380129.168166,1174.788989,398.000000,1
962.400000,1516387.745882,1231.416967,381.000000,1
890.717647,1213345.967336,1101.519844,397.000000,1
935.400000,1358692.334118,1165.629587,386.000000,1
924.011765,1429405.352803,1195.577414,386.000000,1
931.694118,1571509.365260,1253.598566,351.000000,1
952.294118,941268.607612,970.189985,486.000000,1
780.976471,630717.175917,794.177043,497.000000,1
2832.576471,12528224.526505,3539.523206,1332.000000,1
2533.964706,11368018.975225,3371.649296,1334.000000,1
3382.800000,26283139.454118,5126.708442,871.000000,1
2584.764706,13178364.321107,3630.201692,842.000000,1
2790.458824,14277012.248304,3778.493383,1135.000000,1
5585.494118,32252231.755848,5679.104838,3319.000000,1
3004.811765,15182860.152803,3896.518979,1043.000000,1
4427.952941,41637660.915433,6452.725077,910.000000,1
3368.435294,18168768.645813,4262.483859,1268.000000,1
4406.541176,25511607.589481,5050.901661,1836.000000,1
2614.682353,15056912.875571,3880.323811,701.000000,1
14891.458824,232258415.095363,15240.026742,7535.000000,1
872.505882,1129878.532318,1062.957446,391.000000,1
